OrderID,OrderDate,Region,Country,CustomerID,Segment,ProductCategory,Product,Quantity,UnitPrice,Sales,Cost,Profit
ORD000441,2023-09-17,Australia,Australia,CUST6633,Consumer,Office Supplies,Pen,7,1872.0,13104.0,10696.03,2407.97
ORD000442,2022-11-26,South America,Chile,CUST4183,Consumer,Office Supplies,Notebook,6,555.87,3335.22,2642.03,693.19
ORD000443,2022-05-30,Europe,UK,CUST4234,Home Office,Office Supplies,Paper,10,1680.85,16808.5,9879.04,6929.46
ORD000444,2022-09-20,Australia,Australia,CUST4170,Corporate,Furniture,Cabinet,8,254.61,2036.88,1460.1,576.78
ORD000445,2022-11-09,South America,Argentina,CUST8017,Consumer,Furniture,Cabinet,19,1419.32,26967.08,21107.0,5860.08
ORD000446,2024-06-12,North America,Canada,CUST6432,Corporate,Electronics,Smartphone,9,2101.07,18909.63,10343.7,8565.93
ORD000447,2024-09-24,South America,Argentina,CUST2343,Corporate,Furniture,Cabinet,18,276.54,4977.72,3613.54,1364.18
ORD000448,2022-06-04,Europe,Germany,CUST7637,Home Office,Furniture,Desk,1,2124.72,2124.72,1532.07,592.65
ORD000449,2024-08-24,Europe,UK,CUST5767,Consumer,Office Supplies,Stapler,5,917.72,4588.6,2652.93,1935.67
ORD000450,2024-03-23,South America,Chile,CUST3717,Home Office,Office Supplies,Pen,12,1257.91,15094.92,11048.54,4046.38
ORD000451,2022-10-27,Europe,Spain,CUST8989,Consumer,Electronics,Smartphone,16,2348.24,37571.84,19317.45,18254.39
ORD000452,2022-03-29,North America,Canada,CUST7358,Corporate,Furniture,Chair,7,1297.12,9079.84,7055.14,2024.7
ORD000453,2022-07-31,South America,Brazil,CUST5314,Home Office,Electronics,Headphones,17,1585.75,26957.75,16059.36,10898.39
ORD000454,2024-01-19,Australia,Australia,CUST9465,Corporate,Furniture,Table,19,1635.07,31066.33,24617.4,6448.93
ORD000455,2023-12-24,South America,Brazil,CUST1108,Home Office,Office Supplies,Paper,12,1219.72,14636.64,9788.09,4848.55
ORD000456,2022-06-07,Europe,Spain,CUST4062,Consumer,Electronics,Smartphone,17,1610.48,27378.16,15715.91,11662.25
ORD000457,2024-04-29,Asia,India,CUST8844,Corporate,Office Supplies,Notebook,11,1802.04,19822.44,13251.91,6570.53
ORD000458,2022-02-15,Europe,Germany,CUST3639,Consumer,Office Supplies,Paper,8,112.65,901.2,631.49,269.71
ORD000459,2022-04-25,Australia,Australia,CUST7642,Home Office,Office Supplies,Notebook,6,649.36,3896.16,2193.59,1702.57
ORD000460,2022-06-25,Australia,Australia,CUST8891,Consumer,Office Supplies,Stapler,7,1125.76,7880.32,6678.35,1201.97
ORD000461,2023-01-08,Europe,Spain,CUST6614,Corporate,Office Supplies,Notebook,20,1650.82,33016.4,19564.93,13451.47
ORD000462,2024-02-29,Australia,Australia,CUST9263,Home Office,Electronics,Monitor,5,275.88,1379.4,787.39,592.01
ORD000463,2022-12-30,South America,Brazil,CUST9706,Home Office,Office Supplies,Pen,16,2254.51,36072.16,25608.88,10463.28
ORD000464,2022-01-03,North America,USA,CUST1711,Home Office,Furniture,Chair,14,1307.5,18305.0,11525.42,6779.58
ORD000465,2024-02-20,Australia,Australia,CUST2600,Corporate,Electronics,Monitor,12,1474.67,17696.04,13439.93,4256.11
ORD000466,2022-06-21,Europe,France,CUST5223,Consumer,Furniture,Chair,10,1497.74,14977.4,10338.99,4638.41
ORD000467,2024-12-06,North America,Mexico,CUST4365,Home Office,Office Supplies,Pen,4,1301.81,5207.24,3287.12,1920.12
ORD000468,2022-11-13,Asia,Singapore,CUST9783,Corporate,Furniture,Desk,14,1630.68,22829.52,13441.37,9388.15
ORD000469,2024-03-24,Australia,Australia,CUST8904,Consumer,Office Supplies,Stapler,7,1036.0,7252.0,5615.41,1636.59
ORD000470,2023-12-07,Asia,Singapore,CUST2951,Home Office,Furniture,Cabinet,13,1840.78,23930.14,19126.16,4803.98
ORD000471,2022-07-25,Europe,Spain,CUST1852,Consumer,Office Supplies,Notebook,7,1273.32,8913.24,6908.91,2004.33
ORD000472,2022-10-25,South America,Chile,CUST2049,Corporate,Electronics,Laptop,16,2315.03,37040.48,24164.55,12875.93
ORD000473,2024-02-27,Europe,France,CUST1941,Consumer,Electronics,Laptop,13,1536.84,19978.92,13632.65,6346.27
ORD000474,2024-11-27,South America,Argentina,CUST9364,Home Office,Electronics,Smartphone,10,490.89,4908.9,3801.38,1107.52
ORD000475,2024-01-07,Europe,Germany,CUST2422,Corporate,Office Supplies,Pen,8,1639.27,13114.16,11035.25,2078.91
ORD000476,2024-04-10,South America,Argentina,CUST2124,Consumer,Office Supplies,Paper,19,504.77,9590.63,4846.9,4743.73
ORD000477,2023-12-13,Australia,Australia,CUST8450,Corporate,Office Supplies,Stapler,9,569.61,5126.49,4291.23,835.26
ORD000478,2024-04-13,Australia,Australia,CUST5821,Corporate,Furniture,Chair,17,270.63,4600.71,2416.91,2183.8
ORD000479,2024-06-25,North America,Mexico,CUST6565,Corporate,Furniture,Cabinet,13,1410.11,18331.43,14105.82,4225.61
ORD000480,2022-08-27,South America,Chile,CUST4610,Home Office,Electronics,Monitor,9,173.55,1561.95,1127.39,434.56
ORD000481,2024-11-23,Europe,France,CUST5067,Corporate,Furniture,Cabinet,18,29.26,526.68,416.74,109.94
ORD000482,2022-06-05,North America,Canada,CUST6792,Consumer,Office Supplies,Stapler,18,2328.83,41918.94,27951.31,13967.63
ORD000483,2024-10-18,Australia,Australia,CUST5348,Consumer,Electronics,Smartphone,7,590.98,4136.86,2418.9,1717.96
ORD000484,2022-11-16,Europe,Germany,CUST9071,Home Office,Electronics,Headphones,4,304.1,1216.4,641.62,574.78
ORD000485,2024-01-31,North America,Mexico,CUST5501,Corporate,Electronics,Monitor,20,791.97,15839.4,12898.7,2940.7
ORD000486,2022-09-20,Europe,France,CUST9859,Consumer,Furniture,Chair,2,1316.71,2633.42,1706.75,926.67
ORD000487,2024-07-25,Australia,Australia,CUST1137,Consumer,Furniture,Chair,4,1747.12,6988.48,4619.56,2368.92
ORD000488,2023-10-29,Europe,Spain,CUST9987,Corporate,Office Supplies,Pen,12,1533.88,18406.56,10876.35,7530.21
ORD000489,2024-01-20,Europe,France,CUST7099,Corporate,Furniture,Cabinet,6,1249.43,7496.58,4300.69,3195.89
ORD000490,2022-09-26,South America,Argentina,CUST5422,Consumer,Furniture,Chair,19,1716.6,32615.4,25602.0,7013.4
ORD000491,2022-10-26,Australia,Australia,CUST7906,Corporate,Furniture,Chair,5,1185.1,5925.5,2982.95,2942.55
ORD000492,2023-05-29,Europe,France,CUST2621,Home Office,Furniture,Cabinet,18,2146.96,38645.28,19967.95,18677.33
ORD000493,2024-09-02,Europe,UK,CUST6914,Corporate,Electronics,Headphones,4,1127.39,4509.56,2782.98,1726.58
ORD000494,2024-04-23,Australia,Australia,CUST4259,Home Office,Furniture,Desk,4,880.97,3523.88,2600.11,923.77
ORD000495,2023-10-28,Australia,Australia,CUST2284,Corporate,Furniture,Cabinet,17,1221.3,20762.1,15733.19,5028.91
ORD000496,2022-12-10,Australia,Australia,CUST7631,Consumer,Furniture,Chair,11,1057.43,11631.73,8308.64,3323.09
ORD000497,2023-10-05,North America,USA,CUST7479,Corporate,Furniture,Chair,11,1634.27,17976.97,13458.49,4518.48
ORD000498,2024-04-27,South America,Argentina,CUST4844,Home Office,Office Supplies,Paper,6,463.8,2782.8,1413.9,1368.9
ORD000499,2024-03-24,Asia,India,CUST8752,Home Office,Electronics,Smartphone,4,243.41,973.64,806.05,167.59
ORD000500,2022-08-01,North America,USA,CUST7387,Corporate,Furniture,Desk,9,1547.16,13924.44,7373.12,6551.32
ORD000501,2024-06-26,Europe,Germany,CUST1468,Consumer,Office Supplies,Stapler,5,332.54,1662.7,1319.32,343.38
ORD000502,2023-07-12,Asia,Japan,CUST9835,Consumer,Furniture,Table,18,1114.89,20068.02,16843.89,3224.13
ORD000503,2024-12-08,Australia,Australia,CUST9841,Consumer,Office Supplies,Paper,18,777.61,13996.98,8699.25,5297.73
ORD000504,2024-04-24,North America,Canada,CUST9574,Consumer,Furniture,Cabinet,9,393.52,3541.68,1783.92,1757.76
ORD000505,2024-10-04,Asia,Japan,CUST5799,Home Office,Furniture,Desk,16,752.53,12040.48,9247.74,2792.74
ORD000506,2023-01-22,Europe,UK,CUST5094,Consumer,Office Supplies,Stapler,14,2205.99,30883.86,20166.77,10717.09
ORD000507,2022-06-12,South America,Argentina,CUST5454,Corporate,Electronics,Headphones,14,1565.18,21912.52,14918.34,6994.18
ORD000508,2022-05-21,Australia,Australia,CUST8460,Home Office,Furniture,Chair,6,345.88,2075.28,1117.8,957.48
ORD000509,2023-01-20,South America,Argentina,CUST9764,Consumer,Office Supplies,Paper,11,53.39,587.29,303.85,283.44
ORD000510,2022-09-14,Europe,UK,CUST3468,Consumer,Furniture,Cabinet,15,1819.13,27286.95,15866.92,11420.03
ORD000511,2023-10-01,South America,Brazil,CUST1519,Corporate,Furniture,Table,16,2494.92,39918.72,26437.75,13480.97
ORD000512,2024-03-14,North America,USA,CUST5097,Corporate,Electronics,Headphones,3,1360.26,4080.78,2299.77,1781.01
ORD000513,2024-02-28,North America,USA,CUST4263,Corporate,Office Supplies,Notebook,15,621.67,9325.05,7908.46,1416.59
ORD000514,2024-08-26,North America,Mexico,CUST6293,Consumer,Office Supplies,Notebook,13,1705.2,22167.6,13505.35,8662.25
ORD000515,2023-06-03,North America,Mexico,CUST1853,Home Office,Office Supplies,Pen,16,1598.11,25569.76,14563.34,11006.42
ORD000516,2023-10-27,Europe,UK,CUST2960,Corporate,Electronics,Monitor,1,422.56,422.56,252.11,170.45
ORD000517,2022-11-14,Europe,UK,CUST9190,Consumer,Electronics,Monitor,12,1928.14,23137.68,13583.04,9554.64
ORD000518,2022-05-03,Australia,Australia,CUST2759,Consumer,Office Supplies,Pen,12,1613.21,19358.52,14431.1,4927.42
ORD000519,2024-06-17,South America,Brazil,CUST3207,Corporate,Furniture,Cabinet,7,58.28,407.96,257.92,150.04
ORD000520,2023-08-27,North America,Canada,CUST4057,Home Office,Office Supplies,Paper,18,1744.11,31393.98,17782.23,13611.75
ORD000521,2023-07-18,Asia,Japan,CUST2128,Home Office,Office Supplies,Paper,20,2286.61,45732.2,31741.9,13990.3
ORD000522,2024-01-22,Europe,Spain,CUST7210,Home Office,Furniture,Cabinet,15,6.8,102.0,73.78,28.22
ORD000523,2023-05-05,Europe,UK,CUST9830,Corporate,Office Supplies,Stapler,11,1803.9,19842.9,14493.28,5349.62
ORD000524,2023-08-03,Europe,Spain,CUST2577,Home Office,Office Supplies,Notebook,11,1027.46,11302.06,6924.87,4377.19
ORD000525,2022-03-06,North America,USA,CUST1521,Home Office,Electronics,Smartphone,7,272.1,1904.7,1080.09,824.61
ORD000526,2022-04-11,South America,Chile,CUST1214,Consumer,Furniture,Cabinet,12,555.7,6668.4,5009.61,1658.79
ORD000527,2024-01-10,South America,Brazil,CUST7046,Home Office,Furniture,Desk,18,1859.98,33479.64,27173.77,6305.87
ORD000528,2022-05-25,North America,Mexico,CUST9511,Consumer,Furniture,Desk,10,199.45,1994.5,1147.96,846.54
ORD000529,2023-01-24,North America,Mexico,CUST3931,Home Office,Electronics,Monitor,7,1317.85,9224.95,5415.66,3809.29
ORD000530,2024-01-04,Australia,Australia,CUST2705,Consumer,Office Supplies,Pen,15,1757.86,26367.9,17125.32,9242.58
ORD000531,2022-11-20,Europe,Spain,CUST6772,Corporate,Office Supplies,Stapler,18,2496.09,44929.62,29431.34,15498.28
ORD000532,2024-05-31,Australia,Australia,CUST4504,Corporate,Furniture,Table,11,1522.99,16752.89,11678.45,5074.44
ORD000533,2024-07-05,Australia,Australia,CUST5660,Home Office,Furniture,Table,13,5.49,71.37,36.55,34.82
ORD000534,2022-01-14,North America,Mexico,CUST6159,Consumer,Electronics,Headphones,10,2461.06,24610.6,14155.72,10454.88
ORD000535,2024-07-31,Asia,China,CUST5093,Consumer,Electronics,Laptop,12,394.49,4733.88,2805.99,1927.89
ORD000536,2023-03-22,Asia,Japan,CUST3832,Corporate,Electronics,Monitor,3,1810.33,5430.99,4222.68,1208.31
ORD000537,2022-03-18,Australia,Australia,CUST6478,Corporate,Office Supplies,Stapler,19,956.96,18182.24,14055.65,4126.59
ORD000538,2022-01-24,South America,Argentina,CUST6231,Home Office,Electronics,Smartphone,13,140.05,1820.65,1244.48,576.17
ORD000539,2022-11-10,Australia,Australia,CUST8300,Home Office,Furniture,Chair,2,1685.72,3371.44,2862.62,508.82
ORD000540,2023-08-17,Australia,Australia,CUST8796,Home Office,Electronics,Monitor,13,374.29,4865.77,3005.39,1860.38
ORD000541,2022-06-24,North America,Mexico,CUST3136,Consumer,Furniture,Cabinet,13,1257.05,16341.65,12596.78,3744.87
ORD000542,2024-03-20,South America,Chile,CUST9589,Consumer,Electronics,Monitor,19,494.27,9391.13,6720.28,2670.85
ORD000543,2023-10-25,Europe,UK,CUST7939,Corporate,Furniture,Table,19,228.54,4342.26,3192.05,1150.21
ORD000544,2022-02-19,Asia,China,CUST8245,Home Office,Furniture,Cabinet,10,427.29,4272.9,2659.46,1613.44
ORD000545,2023-02-13,Europe,Spain,CUST2405,Consumer,Electronics,Smartphone,12,394.2,4730.4,3571.31,1159.09
ORD000546,2023-08-13,North America,USA,CUST5999,Corporate,Office Supplies,Notebook,1,861.46,861.46,673.23,188.23
ORD000547,2023-03-10,South America,Brazil,CUST9991,Corporate,Furniture,Chair,7,1368.33,9578.31,7304.65,2273.66
ORD000548,2024-02-11,Australia,Australia,CUST5185,Consumer,Office Supplies,Pen,19,2265.57,43045.83,29459.69,13586.14
ORD000549,2022-04-19,North America,Canada,CUST7367,Home Office,Electronics,Headphones,15,1638.62,24579.3,12361.35,12217.95
ORD000550,2023-08-23,Asia,Japan,CUST2631,Corporate,Electronics,Laptop,13,581.77,7563.01,4789.24,2773.77
ORD000551,2023-01-17,South America,Chile,CUST1352,Consumer,Office Supplies,Pen,7,1254.12,8778.84,5796.63,2982.21
ORD000552,2024-03-16,Europe,France,CUST6822,Home Office,Furniture,Table,6,50.84,305.04,225.58,79.46
ORD000553,2022-05-07,Asia,China,CUST1482,Home Office,Office Supplies,Stapler,9,2197.3,19775.7,16050.76,3724.94
ORD000554,2024-03-15,Asia,China,CUST4726,Corporate,Electronics,Headphones,5,224.05,1120.25,709.98,410.27
ORD000555,2023-11-06,Europe,Germany,CUST3270,Home Office,Furniture,Cabinet,15,1357.87,20368.05,11657.96,8710.09
ORD000556,2024-12-08,Australia,Australia,CUST3378,Home Office,Electronics,Headphones,5,1078.01,5390.05,4409.87,980.18
ORD000557,2024-12-27,Australia,Australia,CUST3384,Home Office,Furniture,Desk,4,464.42,1857.68,1474.69,382.99
ORD000558,2023-09-14,North America,Canada,CUST5485,Consumer,Furniture,Table,15,1865.3,27979.5,22036.5,5943.0
ORD000559,2022-02-23,Europe,UK,CUST4783,Home Office,Electronics,Smartphone,20,1544.28,30885.6,21989.36,8896.24
ORD000560,2024-01-06,Europe,Germany,CUST9230,Home Office,Office Supplies,Pen,3,1721.91,5165.73,3444.56,1721.17
ORD000561,2023-01-12,South America,Chile,CUST4166,Consumer,Office Supplies,Stapler,13,1231.16,16005.08,8772.86,7232.22
ORD000562,2024-04-25,North America,Canada,CUST4351,Consumer,Electronics,Headphones,8,1857.2,14857.6,12567.82,2289.78
ORD000563,2023-10-28,Europe,Spain,CUST1685,Home Office,Office Supplies,Paper,15,2219.53,33292.95,21628.58,11664.37
ORD000564,2024-12-11,South America,Chile,CUST1694,Consumer,Furniture,Table,2,1304.02,2608.04,1716.26,891.78
ORD000565,2024-03-04,Australia,Australia,CUST4110,Corporate,Office Supplies,Pen,17,1914.07,32539.19,27232.29,5306.9
ORD000566,2024-08-02,South America,Argentina,CUST1893,Home Office,Furniture,Cabinet,6,1059.04,6354.24,4540.72,1813.52
ORD000567,2022-07-05,Australia,Australia,CUST9952,Consumer,Furniture,Table,17,287.36,4885.12,3774.03,1111.09
ORD000568,2022-02-21,South America,Argentina,CUST4308,Corporate,Furniture,Table,6,1136.93,6821.58,5551.51,1270.07
ORD000569,2022-09-11,North America,Canada,CUST6946,Consumer,Furniture,Chair,3,289.84,869.52,571.53,297.99
ORD000570,2024-02-15,Australia,Australia,CUST6491,Home Office,Office Supplies,Notebook,18,954.61,17182.98,13211.84,3971.14
ORD000571,2022-04-16,Europe,Germany,CUST8311,Corporate,Electronics,Smartphone,14,773.62,10830.68,8183.19,2647.49
ORD000572,2022-01-08,Europe,UK,CUST9153,Corporate,Electronics,Smartphone,20,1914.66,38293.2,19310.22,18982.98
ORD000573,2023-05-03,Australia,Australia,CUST7719,Corporate,Office Supplies,Paper,7,1474.21,10319.47,6877.92,3441.55
ORD000574,2023-05-17,North America,Mexico,CUST4401,Consumer,Office Supplies,Pen,18,698.89,12580.02,9057.9,3522.12
ORD000575,2022-03-17,Europe,Germany,CUST5889,Corporate,Electronics,Headphones,5,2135.3,10676.5,7830.67,2845.83
ORD000576,2023-01-01,North America,USA,CUST3906,Corporate,Electronics,Monitor,6,1681.87,10091.22,7203.93,2887.29
ORD000577,2023-09-05,Australia,Australia,CUST2108,Corporate,Electronics,Laptop,11,924.58,10170.38,6434.08,3736.3
ORD000578,2022-10-03,Australia,Australia,CUST9635,Corporate,Furniture,Table,4,1738.08,6952.32,4143.91,2808.41
ORD000579,2022-04-30,Australia,Australia,CUST9666,Consumer,Office Supplies,Notebook,4,1430.56,5722.24,4822.55,899.69
ORD000580,2024-05-24,South America,Chile,CUST6797,Consumer,Office Supplies,Stapler,20,2120.26,42405.2,25056.43,17348.77
ORD000581,2024-10-05,Australia,Australia,CUST5759,Consumer,Office Supplies,Paper,6,2209.74,13258.44,7709.15,5549.29
ORD000582,2022-08-30,North America,USA,CUST7783,Consumer,Electronics,Monitor,7,1999.91,13999.37,11894.5,2104.87
ORD000583,2022-01-24,Asia,Japan,CUST2111,Corporate,Office Supplies,Notebook,7,1726.59,12086.13,7119.29,4966.84
ORD000584,2023-11-14,Asia,Japan,CUST1477,Consumer,Electronics,Laptop,11,993.14,10924.54,7637.59,3286.95
ORD000585,2024-08-29,Europe,France,CUST8546,Home Office,Furniture,Table,2,1615.9,3231.8,2160.53,1071.27
ORD000586,2024-12-03,Asia,Singapore,CUST9779,Consumer,Furniture,Desk,10,1414.53,14145.3,10430.31,3714.99
ORD000587,2022-11-02,Europe,France,CUST7147,Home Office,Furniture,Desk,9,2102.64,18923.76,11708.19,7215.57
ORD000588,2023-01-19,Australia,Australia,CUST6050,Home Office,Office Supplies,Paper,20,296.53,5930.6,4589.22,1341.38
ORD000589,2022-06-27,Asia,India,CUST5958,Consumer,Furniture,Table,16,2193.24,35091.84,22109.76,12982.08
ORD000590,2024-02-06,Australia,Australia,CUST8270,Home Office,Electronics,Laptop,2,1945.59,3891.18,3189.5,701.68
ORD000591,2023-01-25,North America,Canada,CUST9579,Corporate,Office Supplies,Notebook,11,2309.47,25404.17,19214.56,6189.61
ORD000592,2023-02-25,Asia,China,CUST9558,Consumer,Electronics,Smartphone,2,1151.12,2302.24,1726.19,576.05
ORD000593,2023-11-14,North America,Canada,CUST6119,Consumer,Electronics,Laptop,15,2223.52,33352.8,17879.97,15472.83
ORD000594,2023-10-20,Australia,Australia,CUST6228,Corporate,Office Supplies,Notebook,7,485.4,3397.8,2027.9,1369.9
ORD000595,2023-07-15,North America,Canada,CUST9422,Consumer,Electronics,Smartphone,4,43.07,172.28,123.7,48.58
ORD000596,2023-07-10,Europe,France,CUST5011,Consumer,Office Supplies,Stapler,5,2358.48,11792.4,9214.59,2577.81
ORD000597,2024-06-27,North America,Canada,CUST1826,Consumer,Office Supplies,Stapler,2,329.53,659.06,438.12,220.94
ORD000598,2024-03-13,South America,Brazil,CUST8304,Home Office,Electronics,Monitor,6,1763.17,10579.02,8589.6,1989.42
ORD000599,2024-12-28,Asia,Japan,CUST8629,Home Office,Furniture,Chair,3,2434.34,7303.02,5583.23,1719.79
ORD000600,2022-07-19,Europe,UK,CUST8625,Corporate,Office Supplies,Paper,15,779.43,11691.45,8482.69,3208.76
ORD000601,2024-01-15,Europe,Germany,CUST6412,Corporate,Electronics,Headphones,13,462.47,6012.11,4936.2,1075.91
ORD000602,2024-08-31,South America,Argentina,CUST3798,Corporate,Electronics,Laptop,4,881.84,3527.36,2333.12,1194.24
ORD000603,2024-04-10,Asia,China,CUST5949,Home Office,Office Supplies,Pen,4,818.04,3272.16,2379.87,892.29
ORD000604,2023-05-04,South America,Argentina,CUST8903,Corporate,Office Supplies,Paper,20,613.01,12260.2,6812.47,5447.73
ORD000605,2024-06-10,North America,Canada,CUST4869,Consumer,Electronics,Monitor,19,1969.38,37418.22,25840.44,11577.78
ORD000606,2022-08-23,North America,Mexico,CUST2599,Corporate,Office Supplies,Paper,19,1492.21,28351.99,17404.79,10947.2
ORD000607,2022-08-11,Europe,France,CUST9098,Home Office,Furniture,Desk,20,1929.5,38590.0,24412.76,14177.24
ORD000608,2022-01-01,North America,USA,CUST5775,Corporate,Electronics,Smartphone,5,1653.9,8269.5,5445.81,2823.69
ORD000609,2023-10-11,Australia,Australia,CUST5989,Corporate,Electronics,Smartphone,10,1427.84,14278.4,11702.88,2575.52
ORD000610,2024-11-11,Asia,India,CUST2022,Corporate,Office Supplies,Pen,13,2119.85,27558.05,22001.71,5556.34
ORD000611,2022-08-13,Australia,Australia,CUST7459,Home Office,Electronics,Headphones,10,2164.87,21648.7,12606.78,9041.92
ORD000612,2024-06-10,Asia,Singapore,CUST3278,Consumer,Furniture,Table,18,531.98,9575.64,5369.0,4206.64
ORD000613,2022-11-12,Australia,Australia,CUST3200,Consumer,Furniture,Table,10,2493.65,24936.5,18316.44,6620.06
ORD000614,2024-09-23,North America,Mexico,CUST3248,Home Office,Electronics,Smartphone,14,2437.56,34125.84,18684.63,15441.21
ORD000615,2023-01-04,South America,Argentina,CUST8373,Corporate,Office Supplies,Paper,15,1275.99,19139.85,13268.08,5871.77
ORD000616,2022-01-16,Asia,China,CUST9220,Corporate,Electronics,Monitor,19,1247.9,23710.1,17920.56,5789.54
ORD000617,2022-03-10,South America,Chile,CUST2854,Home Office,Office Supplies,Stapler,2,1422.53,2845.06,2124.43,720.63
ORD000618,2024-12-14,South America,Chile,CUST2449,Consumer,Electronics,Smartphone,9,1165.02,10485.18,5529.7,4955.48
ORD000619,2023-10-02,South America,Chile,CUST1176,Corporate,Office Supplies,Pen,20,136.67,2733.4,1695.37,1038.03
ORD000620,2024-05-12,South America,Chile,CUST5738,Consumer,Furniture,Cabinet,12,2401.65,28819.8,22461.52,6358.28
ORD000621,2023-06-18,North America,Mexico,CUST1845,Home Office,Office Supplies,Stapler,2,1575.1,3150.2,2212.54,937.66
ORD000622,2022-06-18,Asia,India,CUST5552,Corporate,Furniture,Table,5,1266.46,6332.3,5053.21,1279.09
ORD000623,2022-01-30,Europe,France,CUST3476,Home Office,Furniture,Cabinet,4,1511.53,6046.12,4949.03,1097.09
ORD000624,2023-04-29,South America,Argentina,CUST1542,Corporate,Electronics,Headphones,16,456.12,7297.92,4996.05,2301.87
ORD000625,2024-10-12,North America,USA,CUST8211,Home Office,Office Supplies,Notebook,14,1927.07,26978.98,15736.34,11242.64
ORD000626,2022-04-22,Europe,Germany,CUST3745,Corporate,Office Supplies,Stapler,9,1889.93,17009.37,9195.23,7814.14
ORD000627,2024-12-26,South America,Argentina,CUST8775,Corporate,Furniture,Table,8,952.6,7620.8,5692.45,1928.35
ORD000628,2024-07-08,Europe,Spain,CUST1672,Consumer,Electronics,Headphones,13,1697.84,22071.92,18465.74,3606.18
ORD000629,2023-11-18,Australia,Australia,CUST7408,Corporate,Furniture,Cabinet,9,671.38,6042.42,3229.05,2813.37
ORD000630,2023-01-04,Europe,Germany,CUST2113,Consumer,Office Supplies,Stapler,11,1371.29,15084.19,11094.13,3990.06
ORD000631,2024-07-02,South America,Brazil,CUST4163,Consumer,Office Supplies,Pen,12,552.44,6629.28,3971.96,2657.32
ORD000632,2023-03-21,North America,Mexico,CUST2965,Consumer,Electronics,Laptop,20,1597.02,31940.4,23885.87,8054.53
ORD000633,2022-08-16,Australia,Australia,CUST2240,Home Office,Furniture,Chair,6,637.07,3822.42,2535.93,1286.49
ORD000634,2023-06-12,South America,Argentina,CUST2022,Corporate,Furniture,Cabinet,6,1952.92,11717.52,6995.95,4721.57
ORD000635,2023-06-27,South America,Argentina,CUST4287,Home Office,Electronics,Headphones,6,1104.23,6625.38,4452.94,2172.44
ORD000636,2022-08-11,South America,Brazil,CUST2740,Corporate,Office Supplies,Paper,5,1353.88,6769.4,4406.46,2362.94
ORD000637,2022-05-25,Asia,India,CUST1307,Corporate,Electronics,Laptop,19,1820.23,34584.37,26700.28,7884.09
ORD000638,2023-06-30,Europe,UK,CUST1060,Home Office,Electronics,Monitor,5,1751.64,8758.2,7152.09,1606.11
ORD000639,2022-05-24,South America,Argentina,CUST8898,Consumer,Furniture,Table,18,568.49,10232.82,6493.22,3739.6
ORD000640,2024-03-31,Australia,Australia,CUST2485,Corporate,Furniture,Cabinet,2,1582.52,3165.04,2644.67,520.37
ORD000641,2023-08-17,Australia,Australia,CUST7294,Home Office,Electronics,Monitor,7,445.66,3119.62,1602.75,1516.87
ORD000642,2022-08-07,Europe,France,CUST8175,Home Office,Office Supplies,Paper,12,1218.83,14625.96,11844.47,2781.49
ORD000643,2022-02-21,Europe,Germany,CUST9856,Home Office,Electronics,Smartphone,19,600.02,11400.38,7251.42,4148.96
ORD000644,2022-02-03,Asia,Singapore,CUST1701,Corporate,Office Supplies,Paper,2,851.52,1703.04,1052.82,650.22
ORD000645,2022-11-02,North America,USA,CUST3319,Corporate,Office Supplies,Paper,19,586.3,11139.7,5850.7,5289.0
ORD000646,2023-05-13,North America,Canada,CUST6035,Consumer,Office Supplies,Pen,5,40.84,204.2,147.32,56.88
ORD000647,2022-08-06,South America,Chile,CUST4613,Consumer,Electronics,Laptop,4,1245.37,4981.48,3884.12,1097.36
ORD000648,2023-10-27,Europe,Spain,CUST3250,Corporate,Furniture,Table,4,2439.75,9759.0,6846.8,2912.2
ORD000649,2023-11-19,Europe,UK,CUST7801,Consumer,Office Supplies,Notebook,3,306.26,918.78,504.81,413.97
ORD000650,2022-03-25,Asia,China,CUST7162,Consumer,Furniture,Chair,5,254.42,1272.1,1013.33,258.77
ORD000651,2022-01-15,North America,Canada,CUST5648,Corporate,Electronics,Laptop,6,2315.71,13894.26,10384.01,3510.25
ORD000652,2022-10-21,South America,Chile,CUST3859,Home Office,Electronics,Smartphone,9,1310.1,11790.9,7595.83,4195.07
ORD000653,2022-06-30,North America,Mexico,CUST4860,Consumer,Electronics,Monitor,10,872.89,8728.9,4378.41,4350.49
ORD000654,2024-11-05,North America,Mexico,CUST4409,Corporate,Electronics,Headphones,8,1163.22,9305.76,6693.28,2612.48
ORD000655,2024-08-29,North America,USA,CUST1706,Consumer,Electronics,Smartphone,16,444.93,7118.88,5229.17,1889.71
ORD000656,2023-05-30,Asia,Japan,CUST8424,Consumer,Electronics,Monitor,11,1543.96,16983.56,13782.63,3200.93
ORD000657,2022-11-20,North America,Mexico,CUST4855,Home Office,Electronics,Smartphone,1,1215.23,1215.23,656.98,558.25
ORD000658,2024-05-08,South America,Chile,CUST4769,Consumer,Office Supplies,Stapler,7,1868.98,13082.86,10655.08,2427.78
ORD000659,2024-04-24,Asia,China,CUST8716,Home Office,Electronics,Smartphone,7,941.95,6593.65,3806.07,2787.58
ORD000660,2023-03-19,South America,Brazil,CUST3234,Corporate,Furniture,Chair,20,1140.2,22804.0,14493.44,8310.56
